description,text,rating
"Audit Associate II (Current Employee) - Dallas, TX - June 28, 2019","I worked on a multitude of clients in a variety of industries, and improved my accounting skills. GT is a wonderful place to start your career and it provides an excellent foundation in public accounting.",3.0
"Senior Payroll Specialist (Current Employee) - Makati City - June 25, 2019","Long working hours until midnight or the next day during payroll week but you can charge it all as overtime.

Normal typical office surroundings.

Flexi time.",3.0
"Business Tax Analyst (Former Employee) - Charlotte, NC - June 24, 2019",Attended several meetings on a daily basis. Enjoyed working for this company as a contract opportunity but was not offered a permanent position with the company.,4.0
"Innovation Associate (Former Employee) - Bengaluru, Karnataka - June 24, 2019",If you are smart and can learn innovative tools or can provide innovative solutions then the work would be fun. Otherwise you might be stuck in boring and back end work.,4.0
"DATA ANALYST INTERN (Current Employee) - Bhopal, Madhya Pradesh - June 22, 2019","Working in a BIG 5 is a great pleasure and opportunity for many.
I am happy that i am one of them.working hours are reliable and work culture is pleasant and easy.
learning lots of things like big data management and analysis.
hardest part is the unlearned task to do with our own and most enjoyable is the everything i learned here .",5.0
"Consultant (Former Employee) - Mumbai, Maharashtra - June 21, 2019","A good place to work with overall with. Amazing seniors, very supportive and encouraging. Open door policy and you feel like never leaving an organisation like this.",3.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Tax Intern (Former Employee) - Southfield, MI - June 18, 2019",Overall a positive working environment. Definitely has a strong mix between individual work and collaboration. The workplace culture is also a big focus.,3.0
"Senior Audit Associate (Current Employee) - Houston, TX - June 17, 2019","It is a great place to work and advance if you want to stay in public accounting. Employees are awesome to work with. Long hours during busy season and some time periods (quarters, interim, etc) throughout the year.",4.0
"Senior Consultant Financial Services Advisory (Current Employee) - Dublin - June 12, 2019","I was advised i would be consulting a client on the client site, work on a project from conception to delivery & would be made permanent after 12 months.
All of this was in fact a lie.
No support from management.
No support from Grant Thornton HQ.
25 people have left within the past month.
There is no work culture.",1.0
"field worker (Former Employee) - Volksrust, Mpumalanga - June 10, 2019","We identify and verify the assets of municipality during the audit. They are building new asset register for the municipality. Like water treatment , stands, mini sub, high mast & street lights.",4.0
"Senior Associate (Former Employee) - Philadelphia, PA - June 8, 2019","Great learning experience for entry level employees, as working for a large accounting firm provides access to may clients and allows you to collaborate with a variety of professionals.",3.0
"Program Manager (contract) (Current Employee) - Oak Brook, IL - June 5, 2019","One would think that a big player in the Tax, Audit and Advisory space would have mature and robust processes by which projects are executed and run. The opposite is true. There is very little in the way of project management standards, policies or guidelines.",1.0
"Systems Administrator (Former Employee) - Johannesburg, Gauteng - May 28, 2019","A typical work day is 8 hours, providing IT services to staff
I have learned determination, patience and to confidently go for what I want
The hardest part of the job was not being able to resolve some issues.
The enjoyable part was the team spirit",4.0
"Internship (Former Employee) - Johannesburg, Gauteng - May 28, 2019","I attended GT whilst I was completing my Bachelors Degree.

I was part of the corporate Finance Devision and I was exposed to the due diligence of the Shell South Africa company.",4.0
"Articled Assistant (Former Employee) - Chandigarh - May 24, 2019","Nice learning, tough environment tk sustain, hectic work hours in audit, could be more systematic and thus needs improvement on work life balance thing.",4.0
"Associate Director (Current Employee) - Chennai, Tamil Nadu - May 23, 2019",Great empowerment and opportunity provided to employees. Diversity and inclusion is great and offers good work life balance. Immense potential to grow,5.0
"Director (Current Employee) - Alexandria, VA - May 22, 2019","I started with GT in 2019. Overall, it's a great company - the compensation is competitive, the workload is fair. The processes can definitely use some defining and structure. I am unsure if this is true for just the group I am working in or if the assessment is accurate company/sector wide. I am happy with my employment by the company but at the same time I do feel unsecure with the work and opportunities the company has to offer to its employees.",3.0
"Director (Current Employee) - Tulsa, OK - May 17, 2019","Bring a positive attitude, be willing to learn and work long hours as a team and you will be rewarded.
There is ""unlimited vacation"" so theoretically, if you started today and were to get married in a week you would be able to take two weeks off.",5.0
"Tax Associate (Former Employee) - Denver, CO - May 14, 2019","This is public accounting in Downtown Denver, so expect long hours followed by a commute. There was also some drama and pettiness with some managers.
Other than that, Grant Thornton was great. Awesome training, partners, recruiting, growth opportunity, interesting clients and work...",4.0
"Senior Associate - Corporate Finance (Current Employee) - Washington, DC - May 10, 2019","Good employer if you want to work at an accounting firm

Not good for finance, or really much room to grow.

Leadership and message do not always allign",3.0
"Audit Senior (Current Employee) - Johannesburg, Gauteng - April 30, 2019","SNG Grant Thornton is a fast growing company with many long standing clients and even more new clients.

The diverse client base provides excellent opportunities for growth and development for companies in various industries in both the public and private sector.

The growing client base demands long working hours and you may expect to work a lot of overtime. The working hours are manageable for persons pursuing ITC or APC, however it has proved to be challenging for persons pursuing CTA.

This place is recommended for people who are willing to work and with an appetite to learn.

Trainee salaries are very competitive in relation to the market.

The company's commitment to client retention at times seems to supersede its work life balance, thus resulting in trainees going through spells of burn out and feeling demotivated.

Following the merger with Grant Thornton, the SNG Grant Thornton seems to be well positioned for larger clients both domestic and international. This shows strong promise to growth and learning opportunity.",3.0
"Consultant (Former Employee) - Delhi, Delhi - April 24, 2019",Grant Thornton is great to work in. I worked there for 6 years. The environment is employee friendly. You are always motivated enough to perform well.,5.0
"Consultant in Strategy & Purchasing Operations (Current Employee) - Hauts-de-Seine - April 23, 2019","Good ambiance within the company.
Very good clients to work with.",4.0
"Senior Associate, Advisory (Current Employee) - Chicago - April 20, 2019","With the reputation of Grant Thornton's Audit and Tax practices, I incorrectly assumed that Advisory would meet the same high expectations. I do not think GT Advisory ""walks the walk,"" though they have great aspirations. It is disappointing to be part of such a large organization that is very mature in many ways, yet so very far behind in others.",3.0
"Internship + Seasonal work (Former Employee) - Ille-et-Vilaine - April 18, 2019","Great team communication, great working environment.
I learned how to compatibilized stocks, the way of creating client and supplier.
the hardest part of the work was to find in Wavestone (company outsourced) the person in charge of the invoice.",5.0
"Manager Financial Services Advisory (Current Employee) - Dublin - April 16, 2019",In general there is a nice atmosphere. The management is really trying to create a great place to work and the new building is amazing with great facilities,4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Administrative Manager/Executive Assistant (Former Employee) - Thornton, CA - April 15, 2019","For the 16 years I worked at Mair Russell, I have learned various tasks being promoted to different departments and position. I would recommend Mair Russell as one of the best work place",5.0
"Frontend Developer and UX/UI designer (Current Employee) - Barcelona, Barcelona provincia - April 10, 2019","Grant Thornton is a firm that provides audit, business, technology and innovation consultancy, financial, tax and legal advisory services.",4.0
"Senior Associate - Assurance (Former Employee) - Dubai - April 9, 2019","I have learnt how to share knowledge with many people coming from different backgrounds.

I have been exposed to a variety of industries all across companies in The GCC",5.0
"Intern (Former Employee) - Philippines - April 7, 2019",A very busy environment but staff members are very nice and are very welcoming with the interns. They are open to questions and helped us throughout our training program.,4.0
"Senior Consultant, Public Sector (Current Employee) - Alexandria, VA - April 5, 2019","People say one thing and then do another. Very unprincipled management who is more concerned with brown nosing for the customer than providing effective and radical solutions that the customer can benefit from. Management philosophy is that customer satisfaction is about providing the customer with their wants rather than their needs. Even if this means abandoning or simply ignoring basic management, internal control and process improvement principles to keep the customer ""happy"" albeit, never satisfied. Management will rather maintain the status quo than drive initiatives that will help the client to grow. Very unfortunate, depressing and disturbing that this is the model that is truly followed rather than the models that are preached.",3.0
"Senior accounting specialist 1 (Former Employee) - Makati City - April 4, 2019",recommendable for fresh graduates. Although not competitive in salary wise but all the knowledge and trainings are worth it. Good environment. Approachable managers,4.0
"Intern (Former Employee) - Gurgaon - April 1, 2019","3 months paid internship. Variety of ad hoc research work on automobile sector.
Excel sheets created with historical data for many companies of automobile sector and did analysis using charts.",3.0
"Audit Associate (Current Employee) - Boston, MA - March 31, 2019","I enjoyed my time at GT and would recommend it to anyone who would like to accelerate their career progression, and is willing to allocate the time for it.",5.0
"Audit Associate (Former Employee) - Chicago, IL - March 30, 2019",The culture and management of Grant Thornton is good and having a hirercy of management is good with good learning in Audit field and other managerial skills.,3.0
"Intern, Audit department (Former Employee) - 广东省 - March 26, 2019","During my internship in Grant Thornton, I worked in a program and have a better understanding of that industry. Besides, people are hardworking and dedicated and I learned a lot from different people.",4.0
"Audit Senior (Former Employee) - Crawley - March 26, 2019","Nothing particularly stands out, very much in line with other auditing and consulting firms. Provides solid, regular training and ensures that newer staff have the training and mentoring they need.",3.0
"Tax Reporting and Advisory Associate II (Current Employee) - Chicago, IL - March 24, 2019","Working at Grant Thronton has acted as a launchpad for my career. I was provided with numerous opportunities across different business lines. Being able to be exposed to so such a wide variety of tax services gave me a broad background I will be able to carry for the rest of my life. GT has a serious focus on culture and there is an accepted understanding that work is not your entire life. The company cares about promoting the interest of their employees. If you are curious about something, all you need to do is ask and you can get involved with an applicable project and gain that experience.",5.0
"Audit Internship (Former Employee) - Jacksonville, FL - March 18, 2019","They treat you as if you have knowledge or understanding of previous audit procedures. The job climate is fast, and its hard to ask questions and receive explanations because everyone is in such a hurry to do their work. Expectation are not clear, and training does not help much. You have to learn on the job.",2.0
"Controls Advisory Associate (Current Employee) - Philadelphia, PA - March 12, 2019","The culture at GT is fair. Your experience may vary depending on which office and state you are in.

The work will vary as well. You will be able to gain experience working in different industries.",3.0
"Auditor (Former Employee) - Illinois - March 12, 2019","I'm overall satisfied when working there.
Ranked as 5th largest CPA firm.
Perfect place to start career as a new grad.
Not recommended for person who wants work life balance.",5.0
"Director of Tax Knowledge Management (Current Employee) - Denver, CO - March 11, 2019","Most companies talk about their values and culture. Grant Thornton lives it. There are monthly culture conversations. There is an ""unfreezing"" session for every employee where you learn to speak the same culture language. Truly amazing and great way to move forward together.",5.0
"Audit Senior (Former Employee) - Galway - March 10, 2019","Pros:
Competitive Salary
Study leave/Exam support

Cons:
Poor team management
Work is not evenly spread out.
Lack of recognition
Poor work/life balance
Long hours throughout the year not just during busy season
Poor people management skills at PDM level.",1.0
"Senior Manager (Former Employee) - Yerevan, AM - March 9, 2019","Actually Grant Thornton is a nice plays to work, however at some point of progress the rules of the game are not clear, as well, decision making is not divided between all the people",3.0
"Assistant Tax Consultant (Former Employee) - Nairobi - March 6, 2019","Good place to work. Professional staff. The company has a wide client base from different sectors and this gives the staff wide industry view.

The management is supportive.",4.0
"Operations Analyst (Current Employee) - Dublin - March 2, 2019","I accepted the job here on the basis that good advancement prospects were offered in the interview. None of that has materialized.

Cliquey firm to say the least.",2.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Audit Associate (Former Employee) - Thornton QLD - February 28, 2019",The quick brown fox jumps over the lazy dog. The rain in Spain stays mainly on the plain. How much wood could a wood chuck chuck if a wood chuck could chuck wood.,3.0
"Forensic Accounting Services Intern (Former Employee) - 上海市 - February 20, 2019",Worked with tons of great people both American and Chinese. Was given lots of freedom to work at my own pace and on projects of my choosing. Great office culture and work-life balance.,5.0
"Intern (Former Employee) - Alexandria, VA - February 17, 2019","If you like audit then go here. If you like anything besides staring at excel spreadsheets for hours, then avoid this place at all costs. Do not buy the hype. The people are absolutely fantastic, but the company is struggling mightily to compete.",3.0
"External Auditor (Current Employee) - Kuwait - February 17, 2019","I joined the audit firm in Kuwait as an assistant auditor in pursuing my career of audit and recently promoted to Semi Senior level 3.
My responsibilities include the assisting the audit team, performing audit procedures to collect evidence, communicating client for audit requirements and assisting in finalization of audit report for audit client",5.0
"Audit Senior (Former Employee) - Pakistan - February 16, 2019","Working at Grant Thornton is an amazing experience that refines character to a whole new level. Working as an auditor is Grant Thornton has enabled me to work in different organisations due to diversified experience that it offered me through different clients,",4.0
"Audit Senior - Business Assurance Services (Former Employee) - Karachi, Pakistan - February 15, 2019","Working at Grant Thornton was a great experience and learning opportunity. Engagement Partner, Manager, and the team are very friendly and cooperative.
Life at audit firm requires a lot of time, but working with such a professional team does not make your self uncomfortable.",4.0
"Associate (Current Employee) - Arlington, VA - February 14, 2019","The culture they ""promote"" is a joke, only focusing on who they like. They also don't foster a culture of autonomy that makes it hard to be creative. They could use more diversity in their leadership and not keep hiring young students from college to pay peanuts and force to keep over a 95% utilization rate (billable hours). The FTO policy is a joke if you want to exceed your goals to get promoted.

There is much work to be done to ensure retention and especially diversity.",2.0
"Advisory - Senior Management (Former Employee) - Gurgaon - February 14, 2019","As is true for any organization, the work culture varies from team to team. As part of Advisory team, the work life balance is quite sorted - typical average of 8-9 hours a day in ""normal"" season - if a project is ongoing or deliverable is due, it can stretch to 12-13 hour work days easily - quite manageable though. My team's culture was quite relaxed and people gelled well together. Compensation is a big ask at GT India - ratings / review feedback and compensation do not match - a good 20%-30% difference exists against market.",3.0
"Audit Senior (Former Employee) - Cape Town, Western Cape - February 13, 2019",A typical day would be to go to work and have a meeting with client and audit team. The experience was very welcoming. I learnt the value of team work and communication.,5.0
"Mechanic (Former Employee) - Alexandria, VA - February 13, 2019","bad idea to work at this place, it will drive you into the ground - big mistake will be to work for GT, it will be the regret of the lifetime if someone",1.0
"Audit Assistant (Internship) (Former Employee) - Puerto Rico - February 8, 2019","This paid internship really helped me to gain experience during the audit cycle. I had a the opportunity to have direct conversation with clients, and perform various substantive procedures.",5.0
"Accounting Specialist (Former Employee) - Makati City - February 8, 2019",You will learn a lot in P&A. There's a variety of clients which you will handle.So you will be expose in different industries. The work is very much okay but the people are not.,2.0
"Senior Associate (Current Employee) - Bangalore - February 6, 2019","Good nature of job and nice sal and perk.
life and job balance is Great i have some more responsibility in the project so i have bit more work and never faces any problem with other members of my team.",4.0
"Senior Associate (Former Employee) - New York, NY - January 30, 2019","I learned a decent amount working here, and you can meet some really talented people if you get on the right team. Decent company to start your career and structured promotions.",4.0
"Accounting Specialist (Current Employee) - Makati City - January 30, 2019","Has a higher salary and benefits compared to other firms.
You will be given a chance to be outsourced and be part of a bigger companies that will help you grow",4.0
"Senior Auditor (Current Employee) - Karachi - January 30, 2019","Grant Thornton Anjum Rahman is a great place for working, Managers, Partners and other staff is very cooperative. Culture is also very good and also there are good opportunities of learning.",5.0
"Senior Associate (Current Employee) - Brisbane QLD - January 28, 2019",Friendly environment. Not enough training given to those who are hired as an experienced accountant. Forward thinking in moving with the times. Exposure to many different industries.,4.0
"Senior Consultant (Former Employee) - DC - District of Columbia, DC - January 25, 2019","Pros
-nice people
-fun culture
-great work life balance
-minimal travel
-pretty good compensation
-focus on growth and development

Cons
-nature of work not always as interesting",5.0
"Trainee auditor (Former Employee) - Zimbabwe , Harare - January 25, 2019",dealing with atleast 3 clients at one go. I learnt many business operations from Non Governmental organisations to state owned to private and small enterprises. hard par of job was dealing with clients that were always ready to find fault and enjoyed learning every day.,5.0
"Audit Manager (Former Employee) - Minneapolis, MN - January 20, 2019","Grant Thornton is a leading CPA firm today, it's been a long time since I've worked there but I know it's still a very respected CPA firm. I loved my time working there.",4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Manager Risk Advisory Services Practice (Former Employee) - Salt Lake City, UT - January 20, 2019","During the time I worked for Grant Thornton, SOX was new. This allowed me to sharpen my SOX and general auditing skills. Our region (Western Unite States) in the Risk Advisory Services Practice was a close group. I have maintained a number of personal and professional contacts from this group, which I greatly appreciate.",4.0
"Lead Field Services Technician (Former Employee) - Alexandria, VA - January 17, 2019","When has bad mouthing a previous employer ever benefited my career, even if they have flaws? Does this review come with other opportunities? What is this information used for?",3.0
"Personnel Security Specialist (Former Employee) - Alexandria, VA - January 16, 2019",Typical work day was very pleasant. Never issues with management or coworkers. Only issues were with the HR department. Hardest day of work was if anyone called to HR for any issues. HR dept staff condescending.,4.0
"Senior Auditor II (Former Employee) - IL - January 16, 2019","You learn and grow alot, which is great. Coworkers were great, and loved my time there. Was a good learning experience, and my managers were overall good.",4.0
"Ex employee (Former Employee) - Hyderabad, Telangana - January 15, 2019","While learning is quite good, employees are often taken for granted. People don't mind indulging in taking personal liberties (such as dictating terms on staying back in office despite a family member waiting outside the office premises after office hours), humiliating and insulting subordinates. The firm has long working hours but that is only artificial pressure. Very high level of inefficiency.",1.0
"Intern (Former Employee) - ManamaSeef - January 7, 2019","New experience
Learning alot in internal auditing
Networking in the finance market
Working under pressure
Auditing different sectors in the company
- HR
-Operations
-IT",5.0
"Assistant Audit Manager (Former Employee) - Thailand - January 6, 2019","Grant Thornton can build up people to has more energy,self confidence and flexible to grow up. You will have independent thinking, flexible work style and working hours.",3.0
"Analyst - Assurance (Former Employee) - Kolkata, India - January 3, 2019","Extremely challenging work hours (have slept at the office at times too!!) but great in terms of handling responsibilities and working beyond your call of duty,",3.0
"Assistant Manager (Former Employee) - Gurgaon - December 26, 2018","Small teams with great ownership opportunities.
Well defined career paths for proactive and challenging employees.

overall development of technical and soft skills.",4.0
"Staff Accountant (Former Employee) - San Juan, PR - December 24, 2018","Kevane is the worst place for work, no work-life balance, management doesn't treat you with respect, salary is not good, tense atmosphere, hope it helps.",1.0
"Asset management assistant (Former Employee) - Bloemfontein, Free State - December 24, 2018","A typical day at work entails time management, because I worked according to reaching a certain target in a day, the pressure was motivating. I learned Office 360. I got to learn about different departments as I was capturing and verifying the data into the system.

the hard part is that you have to pay a lot of attention cause you cant afford to make mistakes, as the system will pick up on them, so it is important to be assertive and have focus.

The fun part about the job is knowledge, I got to learn so much about everything that goes into the operation of a museums, behind the scenes. it was fun exploring and learning.",4.0
"Assistant Auditor (Former Employee) - Préfecture de Casablanca - December 22, 2018","GRANT THORNTON is a multinational company operation in Audit and Consulting industry.

Grant Thornton gave me the opportunity to progress and also practicing my academic knowledge.",5.0
"Internee (Former Employee) - Lahore, PK - December 18, 2018",It was average as according to work environment in Pakistan. Office could have been more well organised and more digital systems should be introduced.,4.0
"Executive Assistant (Former Employee) - Houston, TX - December 13, 2018","This firm is a great place for college recruits to get their feet wet in public accounting. There is room for advancement, continuing education & growth as a professional. Morale declined recently, but the company seems to be interested in improving it. It makes sense to ensure that their Accountants are trained, mentored and meet their profressional goals. The same doesn't hold true for administrative suppport...............yet. I am hoping that changes in the future.",3.0
"University Representative (Former Employee) - San Juan, PR - December 9, 2018","Good work environment, i have work as student representative in 2008. A lot of good professionals. I would work there again in the near future if there is an opportunity.",4.0
"Executive Assistant (Current Employee) - New York, NY - December 8, 2018","Great firm to work for. Everyone works very hard. Great ""People Culture"". Keeps up with changing work environment. A firm proud to be a part of!!!",5.0
"Audit internship (Former Employee) - Dubai - December 5, 2018",A great place to work as an intern as you are given responsibilities from day 1. Always supervised and guided through tasks in order to learn and give the required submissions.,4.0
"Senior Associate having experience of 6 years (Current Employee) - Dubai, AE - December 2, 2018","Competitive and professional work environment with great professionals and experts having diversified portfolio of clients including finance, service and manufacturing industry.",4.0
"Associate (Former Employee) - Bangalore, KARNATAKA, IN - December 1, 2018",good company to work and a scope of learning new things is there. duties have been assigned to different departments and departments are co-ordinating each other for providing quality deliverables.,3.0
"Senior Auditor (Current Employee) - Karachi - November 30, 2018",Grant Thornton is one of the best firm for learning. Here every one has a chance to learn. Management and seniors are also very much cooperative. Working culture is also very good.,3.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Manager (Former Employee) - Toronto - November 20, 2018",Good stepping stone for your career. Typical accounting firm culture. Very cutthroat if you cannot perform but endless opportunities if you are hard working and sharp.,4.0
"Managing Director (Former Employee) - Dallas, TX - November 19, 2018","As a member of an international organization the US firm provided support and opportunities for staff the develop their careers, including opportunities to rotate as Secondees to other countries.",5.0
"Business Advisory Associate (Former Employee) - Banglore - November 18, 2018","Perfect place to start career. management is awesome, and the seniors are very friendly and helpful in nature. work culture is good. Affordable office timings.",4.0
"Manager (Current Employee) - Mumbai - November 7, 2018",I have had an excellent on-boarding into Grant Thornton along with a steep learning curve in arbitration and disputes. I have been privileged to work with the best in the field of expert determination and cross examination.,4.0
"Controls Risk Advisory Services Associate (Current Employee) - Dallas, TX - November 6, 2018","I really enjoyed working with the people at GT. Very flexible and team-oriented culture. Advancement can be competitive, but I would say usually fair. Great benefits.",5.0
"Senior Consultant (Current Employee) - Alexandria, VA - November 2, 2018",GT is a great place to work as a young person trying to learn consulting best practices. There is room for growth if you follow the steps to develop a case for promotion.,4.0
"Intern (Former Employee) - Makati City - November 1, 2018","I had a wonderful time working for Punongbayan and Araullo. I was assigned in the Finance and Accounting department of the firm. The best thing that I enjoyed the most about in the company, is their people. From the HR department, through everyone in the firm. Everyone was nice and hospitable. We weren't treated like strangers even from the beginning, We were treated like equals. And I think that's the best thing that I experienced in the company.",5.0
"Assistant Manager - IT (Former Employee) - New Delhi, Delhi - November 1, 2018","Best company for Advisory and Auditing.
Good Exposure and a free hand to learn and groom.
I was managing IT Security and Network of all Indian sites.
Data center is small but sufficient to explore new technologies.
I have learned advisory and auditing.
Management was good and you are working under known faces of the country.
work culture was good but hectic.
Salary part also depended on the immediate reporting.
The hardest part of the Job was to convince the Management for the required technical changes/requirements.
Enjoyable part of the job was the exposures you will get and visits out of the country.",5.0
"Senior Audit Associate (Current Employee) - Pittsburgh, PA - October 31, 2018",Working at Grant Thornton gave me the opportunity to meet great colleagues and work in many different industries. A typical day at work can either be at the office or on the client site.,4.0
"Manager (Current Employee) - New York, NY - October 27, 2018",Wonderful place to work. The workplace culture is very inclusive and desirable. The staff is very friendly and supportive so collaboration is almost immediate.,4.0
"IT Staff (Former Employee) - Gaborone - October 27, 2018","Pros:
Usual busy life as how it is in an international audit firm, loads of work with proper deadlines, supportive management.

Cons:
Work/life balance can vary depending on how you tackle your bosses, high standard of work.",3.0
"Audit Manager (Former Employee) - Makati Philippines - October 26, 2018","I have clients from various industries i.e. healthcare, engineering, stock brokerage, real estate etc. Learning and training never ends a great way to grow personally and professionally.",4.0
"Catering supervisor (Former Employee) - London - October 23, 2018","Nice place to work whilst it was managed by OCS. With a new company entering in the corporate building, the quality if the management did go down due to a lack of knowledge and motivation.",4.0
"Contractor (Current Employee) - Philadelphia, PA - October 18, 2018","Excellent professional, collaborative experience. Assignments geared to skill set. Smart dedicated team of professionals. They care about the individual",4.0
"Senior IT Analyst (Former Employee) - Charlottetown, PE - October 18, 2018","Was always a pleasure coming to work each day....could be challenging but always in a good way. Loved the job, loved the people and loved the IT team.",5.0
"Staff Tax Accountant (Current Employee) - San Juan, PR - October 16, 2018","Kept the books for non-for-profit organizations, including but not limited to, journal entries, preparing payroll, reconciliation reports around all accounting cycle. Assisted the firm owner to maintain all the business non-for-profit organizations in compliance with the necessary requirements. Prepared Puerto Rico and Federal Tax returns, payroll quarterly reports, withholding at source tax for services rendered. In additional, assisted the firm owner to audit some clients’ accounts to see if they met the necessary standard process.",3.0
"Internal Auditor - Business Risk Services (Former Employee) - BH - October 11, 2018",I am a productive person and I am able to work under pressure and do my task in good positions and am an energetic person and like to try new ideas in my work.,5.0
"RELEVANT INTERNSHIP (Former Employee) - 北京市 - October 9, 2018",The high turnover rate for associates. Strange promotion within teams. Gossips during work breaks. It is strange to see such an unhealthy custom in a professional team.,3.0
"Senior Consultant (Current Employee) - Greece - October 8, 2018","Brainstorming with colleagues
Meeting with clients
Great workplace
Motivating and positive environment
Strong expertise
Great people
Dynamic and challenging work",5.0
"Audit Intern (Former Employee) - Fuzhou - October 4, 2018","I like it! My voice was valued even as an intern. From my internship, I deepened my understanding of business and different industries and improved my analytics skills as well as collaboration skill.",5.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Assistant Auditor (Former Employee) - Tbilisi, GE - October 3, 2018",I was able to do internship during the final year of my bachelor's degree. I accumulated valuable practical experience which will help me to build future career as well.,4.0
"Partnership senior associate (Current Employee) - Boston, MA 02109 - October 2, 2018","Great culture, great experience. People are smart and collaborate. Management team are nice and open minded. Great work life balance. Learning a lot of good experience for partnership taxation.",4.0
"Audit Associate (Former Employee) - Harare, ZW - October 2, 2018",Assisting with the audit fieldwork. i learnt to work in a team. Supervisors would assist me as i learnt to audit. The most challenging part was the long hours but i adapted well to the environment due to good support structures and mentor-ship.,4.0
"Audit Senior (Current Employee) - Harare, ZW - October 2, 2018",An excellent place to work. the staff and management are all committed towards ensuring that clients receive the best customer experience which is tailor made to their requirements.,4.0
"Tax/Audit Services (Former Employee) - Phoenix, AZ - October 2, 2018","Learned a lot, worked a lot. A good culture overall and a good vision. Pretty typical stuff for a large Public Accounting Firm. Lots of opportunity for employees.",3.0
"Semi-senior Auditor and Audit Associate (Former Employee) - Philippines - September 27, 2018",Excellent management of workforce (good salary and benefits). Provides timely training and seminars. Competitive yet harmonious workplace. Has great value on client and people experience.,4.0
"Audit Semi-Senior (Former Employee) - San Juan, PR - September 25, 2018",Kevane Grant Thornton is a very familiar Firm and have a very good work environment. The audit programs such as Voyager and IDEA are a little complex.,3.0
"RECEPTIONIST (Former Employee) - Wichita, KS - September 19, 2018",Enjoyed my 38 years as an employee with Grant Thornton/formerly Fox & Company. The interaction with the clients was my favorite part and the many employees I got to work with throughout the years was amazing. I had wonderful management. I liked the variety of tasks included in my position. It could be stressful during the various deadlines but everyone worked as a team. We also participated in several community service events which was rewarding.,5.0
"Sr. Human Resources Manager (Current Employee) - Chicago IL - September 12, 2018",The firm does a great job of ensuring that the culture is driven down through the organization. Also has a great FTO/Vacation policy and super nice people,3.0
