description,text,rating
"Production Technician (Current Employee) - Plymouth, IN - January 4, 2021","Good training program but computers systems not updated. Begin the day with stretches' and any plant operations updated. Report to job for handoff from fellow operators. Breaks are fair and lunch is the only time to leave premises pick up food. As with all work places their are those who do very little while others work nonstop. Supervisors and Leads have their favorites. Safety is shoved down your throat but rarely swallowed. They will find and us any reason to write someone up for various reasons; which are used to prevent one from getting raises. Winters are cold and summers are hot. Some great people to work with and you can have fun at times. They are changing the benefits raising our deductibles ( should be called Major Medical) 4 weeks to start once hired, but they have a way to take days away from you( call out counts as that plus your changed 8 -12 hours vacation to makeup your pay to thats weeks 40 to 50 work week. If you never miss time, be obedient, kiss a little bum, never speak up for yourself, and follows the rules with question you will do very well here.",2.0
"Production Technician (Current Employee) - Constantine, MI - December 21, 2020","Very toxic work environment, unqualified management and poor work/life balance. Very few opportunities for advancement and growth. Hours and shifts change regularly.",2.0
"Facilities Lead (Current Employee) - Hyderabad, India - December 14, 2020","Great place to work. Go for it, if you get an oppurtunity.

A highly value based company which gives highest priority to employees safety and wellness.",5.0
"HR Analyst (Former Employee) - Delaware - November 19, 2020",Team work is valuable. The various teams that you were able to work with allowed you to learn a lot. The training was not the best and left a lot to be desired.,3.0
"Forklift Operator (Current Employee) - Woodhull, IL - September 29, 2020",I like working here could get paid more and dont care for the swing shifts but other than that im happy where im at and see myself here in five years,5.0
"Process Operator (Current Employee) - jackson, minnesota - September 22, 2020",great place to work. treat employees very well. great team environment. supervisors always willing to help. great safety program. all shift schedules are very managable.,5.0
"Procurement Specialist (Former Employee) - Hyderabad, Telangana - September 9, 2020","Good company to work with, work life balance, good people few excellent leaders, fun, timely increments, learning and development, overall its a good good place..",5.0
"Operator (Former Employee) - El Paso, IL - August 28, 2020",Good pay Terrible management lots of mandatory overtime. Lots of favorites and spies at the Elpaso IL site coworkers will pretend to be you'er friend and then turn around and try to get you fired so they can advance. If you have a mind of you're own you will not fit in at this location they want you to be a number in their line up of tools,1.0
"Service Leader (Former Employee) - Pakistan - August 21, 2020",I worked almost 24/7 always available over emails and phone but never got credit of my hard work. Management is the worst of its kind especially HR & the CEO. HR means detective there as I always found the guy standing behind me listening to what we are talking about as a team. He kept on creating stressful environment and I even lost my health due to high stress. He always lied to my bosses abroad and made me leave the work on just after 4th day after my father's funeral. He's evil please don't leave ur jobs for this company as I made this horrible mistake & now regretting it. Highly Unethical ways worst management very difficult place to work for. Only few old people are running coz they are there for 15+ years. Newcomers leave very soon.,1.0
"Regional Phenotyping Lead (ASEAN) (Current Employee) - Tarlac City - August 2, 2020",employees are engaged and determined to deliver the goals. The working environment and core values are embraced by each employees. Business goals are aligned with every functions and exhibited transparency among employees,5.0
"Process Operator (Former Employee) - Pittsburg, CA - July 27, 2020","I was a process operator there for over 2 years. It is a very stressful job and you will bust your butt and work all the time. The first six months you will be training and doing presentations in front of your bosses and Engineers so they can make sure you are learning and progressing. It's really like you are back in school. You will be studying about 50% of the time and the other 50% will be in the field learning. I often worked 12 hr shifts 14 days straight because people quit all the time. The schedule sucks, 2 days on day shift then 2 days on night shift. It is a very dangerous job and people are often cutting corners because they are too lazy too spend a little more time and do it right or too put on the proper PPE. If you have a family and like too spend time with them don't work here or you can't handle stress very well then don't work here. The other operators will throw you under the buss to make them look good.They do pay good and the benefits are also good.",2.0
"Warehouse Associate/Forklift Operator (Former Employee) - Elizabethtown, PA - July 13, 2020","This place is a good work environment, the hours are pretty regular, most of the work is during the week (which is becoming rare nowadays).

Most of the employees here are temps. In its slowest month, about a third of the crew is temporary. During busy seasons that goes up to two-thirds or more. When I was there they were using a temp as a lead man on a treatment line. IMO that never should happen -- if he's good enough to manage a process, hire him!

As much as I liked the environment, I could not overcome the temporary nature of the job. If there were any chance of being hired I would have stuck it out longer. Since there was zero chance of being hired, I had to get on with a search for a place where that was possible.",4.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Talent Acquisition Intern (Current Employee) - Asturias, Spain - July 3, 2020","I love to work a Corteva. The team, the culture and the transparency shows the company is moving forward. There's still a lot to go and there's a lot of work for the amount of people working but things are improving everyday.",4.0
"Research Scientist (Former Employee) - Johnston, IA - June 26, 2020",I was there 35+ years. It is a great place to work with great people. You feel part of a team that makes a difference. I believe my contributions to the company helped the farmer feed the world and am very proud to be a part of that company/culture,5.0
"Operation support (Current Employee) - Harbor Beach, MI - June 22, 2020",The people are friendly and the pay isn't bad starting out. Plenty of room to get more money once hired in. However it takes a long time to actually get hired in. Not entirely a girl's environment but it's decent.,5.0
"Agronomy Research Assistant (Former Employee) - Moorhead, MN - June 1, 2020",I worked for Corteva for 1 year and liked it for the most part but the station I worked at was very close-knit and it was hard to feel included if you didn't work full time. I was in college and had to bounce between full-time (summer) and part-time (school season).,4.0
"Maintenance Supervisor (Former Employee) - Elizabethtown, PA - May 26, 2020",Plant manager exhibits favoritism on a daily basis and has absolutely NO CLUE how to interpret a budget. Production supervisor has only been in that position for 3 months and has no previous management or supervisory experience. Safety coordinator has no OSHA/safety related qualifications. Majority of the workforce is temporary workers.,1.0
"Logistics Technician (Current Employee) - Midland, MI - May 22, 2020","The work is rough and demanding, and so is my crew. But I trust them with my life and they can be fun to be around. My work has a clear sense of purpose as well. I haven't even been there a year and have 120 hours of vacation to play around with. The health insurance could be better, though. It is chemical plant work though, so be careful.",4.0
"Treater Area Expert (Current Employee) - Constantine, MI - May 19, 2020","enjoy working here, it is very much seasonal work, inside, outside, field work. Very safety oriented, and quality is a must working with several seed crops",5.0
"Research Associate (Former Employee) - Hyderabad, Telangana - May 17, 2020","It's good place for work..only surity on job is big concern.
Leader are good, safety, respect for people and environment stewardship all this core values are very good.",5.0
"Administrative Assistant (Former Employee) - Wilmington, DE - May 14, 2020","Pay and benefits are the only good thing about working there. Some employees are able to work from home especially on Fridays. The sad thing is management does not support you or even get to the bottom of any problems unless you are a seasoned employee. Best example of working there... must be robotic, a yes sir/ma'am type of person... and accept being bullied. Very clickish",1.0
"SME (Subject Matter Expert) (Current Employee) - Hyderabad, Telangana - May 13, 2020",Corteva is a good company to learn for new joiners and has flexibility with the work load. They really pay well and other benefits are also good. Especially transport.,3.0
"Lead (Current Employee) - Hyderabad, Telangana - May 5, 2020","Highly professional and ethical company. Good work life balance.

Company with vision and good management. Good company.

I recommend this company for others.",5.0
"Quality Seed Lab Technician (Former Employee) - Johnston, IA - April 26, 2020",I worked in a high throughput seed testing lab that had increased our output over the years and caused us stress and repetive motion injuries. It used to be a fun place to work but then became a place that I dreaded toward the end.,4.0
"Contractor (Former Employee) - El Paso, IL - April 22, 2020",Managers rather get supervise information from current employees rather than come on the work site and see for there self. Determining an employee work ethic or intentions or progress is just word to mouth.,2.0
"Software Development Intern (Former Employee) - Hyderabad, Telangana - April 12, 2020","Nice company to work at any experience level. Good supporting team. Friendly office environment. I have worked as a software developer intern here, great mentors and supportive in learning throughout the internship.",4.0
"Production Planning Manager (Current Employee) - IA - April 11, 2020",Great atmosphere most of the time. A lot of hard working people in management and below. Company is trying to change a little and work for the employees as well which is great to see and be a part of.,4.0
"Software Engineer (Current Employee) - Johnston, IA - March 24, 2020","Working at Corteva Agriscience has been a great experience for me. Everyone is extremely transparent, knowledgeable and willing to help. The company offers competitive pay and a generous employee benefits package.",5.0
"Assistant Admin in HRSS (Current Employee) - Hyderabad - February 22, 2020",I love the company and working with them is a dream job in MNC which has come true good manager overall experience is awesome have so many benefits here,5.0
"Seasonal (Former Employee) - Worthington, IN - February 22, 2020","I have worked for Corteva/Pioneer for the past 4 years as a seasonal employee.
Duties include sorting, inspections, cleaning equipment, input data for new product run and audit of warehouse.",4.0
"Production Worker (Former Employee) - Tipton, IN - February 21, 2020","They make people work in fear. You never know from one day to the next if you are gonna get fired or what “new” rules they come up with. The pay is good, but your mental health is more important. No family/work balance. They don’t care about your life outside of the plant. The management is the worst! The actual workers there are amazing but most are miserable. Used to be a great place to work. Now... not so much.",1.0
"Field Research Intern (Former Employee) - Eau Claire, WI - February 20, 2020","Lots of time was spent setting up different research plots and later in the season many days were spent on data collection. It could get kind of exhaustive, but the people I worked with were great.",4.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Technician (Former Employee) - Jackson, mn - February 17, 2020","Management flat out lies to your face. Rules apply to everyone but them. Safety is 1st unless they need something done. Then they disappear so they don’t see rules being broken they told you to break. If you’re a good worker they always watch you. If you’re a slacker they don’t care but if it’s not done, it’s the one workings fault. Supervisors are on eBay or hanging in their office acting busy but 1% of the time their on the floor.Do not work here. I’d you get fired you WILL NOT get unemployment. It’s always for rule breaking. Current manager & supervisors will run the place out of existence.",1.0
"Forklift Driver/Order Picker (Former Employee) - Woodhull, IL - February 5, 2020",The safety guy is over zealous. He will get on you foor ant little thing you di wrong and won't stop until he can fire you. They would work you 7 days a week if they could.,2.0
"GREENHOUSE ASSISTANT (Former Employee) - Caledon, ON - January 7, 2020","Excellent training
Treat students with respect
Amazing company with high values
Great hours and safe workplace
Very motivational with employees
Friendly work environment",5.0
"1) Currently working as a Procurement specialistER i M/s (Current Employee) - Madhapur, Hyderabad, Telangana - December 23, 2019","We can see the growth very fast. Importance of Work life balance.
Employee safety, work environment is good. No bossism. They give the value for employee thoughts.",5.0
"Research Assistant (Current Employee) - Waimea, HI - December 21, 2019","I’m a current employee with the Company. Department leads do not communicate with each other. Therefore, causing problems with field operations. The lead for the Agronomy department is not a good leader at all. He has no idea what we do in the field to make this site profitable and efficient. And yet tells every other manager that we’re doing our jobs wrong. He is always quick to blame others for problems within his department and yet never offers a helping hand or positive solution to said problems. In fact he never tries to find a solution and take the lead to guide his employees in the right direction, instead he blames everyone but himself that things are “not good”. As a manager for such a vital department within the company, you would expect Him to lead by example. I am a firm believer in positive energy and this department has very little of that because of this “leader”. I do not recommend applying here. “Being innovative and have respect for people” is just a facade.",1.0
"Manage and Supervise Visayas Mindanao Sales Marketing (Former Employee) - Southern Philippines - December 16, 2019",There was challenges encounter during transition merging of three companies (DuPont/Dow Agro/Pioneer Hi-Bred) into one entity thereby work life has been affected.,3.0
"Production Lead (Former Employee) - Jackson, MN - December 12, 2019",The management for this company puts on a huge show to make it look like they care about employees and often break there on policy’s and give employees excuses about why or flat out lie about them until you prove yourself then you got a target on your head to get fired terrible management in this facility. I as an employee busted butt for two years for nothing no appreciation.,1.0
"Analytical and Chemical Loader (Current Employee) - Pittsburg, CA - December 11, 2019","At Corteva, its never a dull moment. A typical day at work for me is running samples through out the day and making sure all data is input into SM. Also keeping the Lab, clean and making sure solutions are placed in the appropriate area. Making sure the Operators have all there required solutions in bottles.
The hardest part of my job is learning the MOD, but practice makes perfect.
My most enjoyable part of my job is working with my co-workers and seeing everyone going home SAFE",5.0
"Temp Agent (Former Employee) - Tipton, IN - December 9, 2019","This place is a absolute joke. Better make sure you are a more than perfect person. Honest mistakes don't happen here. It's always your fault no matter what. They want you to dedicate your life to this place and make you feel worthless at the same time.
They pay is good but it's not worth what u have to go thru it changes day by day
Sad for what use to be a good company",1.0
"Product Stewardship Intern (Former Employee) - Johnston, IA - December 7, 2019","For my internship, I was placed in a clean, air-conditioned office with my work-issued laptop and dual-monitor setup, doing meaningful work. In my position specifically, I developed my communication, decision-making, and data analysis skills. Management was amazing. My supervisor encouraged creativity and to take ownership over the work I was doing. He was always approachable and genuinely cared about my professional success and my personal well-being. The workplace culture of Corteva is unmatched. Everyone smiles and feels like family. The hardest part of my job was keeping track of large amounts of data and communicating messages that may be perceived as being negative. The most enjoyable part of the job was that my work was incredibly rewarding from an environmental standpoint.",5.0
"Lead Account Representative (Demand Generation Lead-Chhattisgarh) (Former Employee) - Raipur, Chhattisgarh - December 4, 2019","Great place to work. Collaborative, respect for people, learning environment. Open culture, you can share your view at any level in organization.
People engagement and various platform for learning. If anyone want to work at farmer level, this is the best company to work,",5.0
"Production Worker (Former Employee) - Jackson, MN - December 2, 2019",It depends on the area you work and who you are.Work comes first.Not flexible at all with shifts.Managment does not listen to ideas from the employees.All it seemed like they care about there numbers.Managagement puts on a show like the care about you.,2.0
"Production Technician (Former Employee) - Elizabethtown, PA - November 16, 2019","Job includes assisting with general production such as moving product, loading and unloading trucks. Employees assist in different production processes such as rebag, treating, returns and sampling.",4.0
"Finance Manager, Financial Planning & Analysis (Former Employee) - Indianapolis, IN - November 15, 2019","loved it! it was the best the absolute best better than all the rest. wish I could do it all again it was the absolute best. Better than unemployment and a welfare check, oh yeah.",5.0
"Administrative Assistant III - Event Coordinator (Current Employee) - Pittsburg, CA - November 11, 2019","It has its moments, and can be a lot of fun to work at because of the people there. However, if you are not an engineer or an operator there is little to no advancement.",3.0
"Shelling (Former Employee) - Juru,Goromonzi..Mashonaland east - November 7, 2019","This is a seed processing plant,, all production in Zimbabwe is done there ..it had warehouses were I happen to work under, handling primary recording and sampling seed DNA.. Reference at request if needed",5.0
"Sales Support Coordinator (Current Employee) - Johnston, IA - November 6, 2019","The company overall is great. They offer great benefits, a good salary, volunteer opportunities and opportunities for career development. The biggest issue here is the managers that they hire. In my department specifically they're not held to any standards and are subpar.",3.0
"Planner/Scheduler Specialista Kelly Services W2 Contractor (Current Employee) - Pittsburg, CA - November 6, 2019","I have had excellent opportunity to help develop this company in the Project Control process definition. I was collaborating specially with the Scheduling process and procedures definition. Accomplished a lot in integrating and shaping the scheduler position to a good professionalism level. I have planned and controlled about 18 capital projects during a period of 1 year, using specific templates developed by me than helped to prepare them in about 70% less time required from zero.",4.0
"Inspector General (Current Employee) - Remote - October 21, 2019","They are willing to work with you to help you succeed because we all succeed when we do well as individuals.
They are team-oriented so you are very well supported in the taks you do. They realize everyone is important for the company to do well and grow. They are highly safety oriented almost to the extreme but they care about the health and safety of their employees.",5.0
"Marketing Manager (Current Employee) - Kolkata, West Bengal - October 15, 2019","As new company it has the compulsion for to show a good growth year after year and that is quite tough in present scenario where most of the products are average or above average. Lot of work is needed in terms of ethical environment and back butting, favourism needs to be improved if the company want to sustain in the future.",3.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Senior Automation Engineer (Current Employee) - Indianapolis, IN - October 8, 2019",Their primary customer is farmers so it is imperative that new technologies continue to be developed to serve a farmer's needs. The environment is very fun and has many facets to the business.,4.0
"Sr. Logistics Specialist, Logistics Analyst, SC Planning Specialist (Current Employee) - Indianapolis, IN / Johnston, IA - October 8, 2019","With the merger and split, opportunities to stay and advance are now in Iowa. Unfortunately, I am from Indiana and need to stay there. I have given this new situation every opportunity and have been primary in Iowa for more than a year. At this point, I need to take all that I have learned and look for a new opportunity in Indiana.",5.0
"Production Technician (Current Employee) - Durant, IA - September 30, 2019",The management style is very poor and employees are not treated with respect. Employees are over worked and under paid. No career or job advancement opportunities.,2.0
"Operations (Former Employee) - Tipton, IN - September 26, 2019","Company talks a good game until you are hired, then the true colors show. Plant manager is only concerned about himself. HR is a joke and will blow off most things as she don't want to upset her boss. Make sure you get copies of anything you sign because they change rules on the fly as it fits them.",1.0
"production Technician (Current Employee) - Canada - September 19, 2019","brand new company see hope in the future if they do not allow the past experience to get in the way of building something much better.

Sometimes stuck in the past.",3.0
"Chemical Engineer (Current Employee) - Pittsburg, CA - September 18, 2019","Great people and work culture. You get to work on fun and challenging things all the time (never bored). People want to make a difference and the company purpose makes it easy to feel like you do--feeding a growing world. People do work hard and are fully committed, so not a place for people who aren't passionate and dedicated.",5.0
"Data Science and Informatics Research Associate (Current Employee) - Johnston, IA - September 11, 2019",Loved my managers and coworkers but the cuts that keep being made have left everyone short handed and stressed out. The company as a whole is a great company I am just wanting to find something more stable with room for advancement.,4.0
"Commercial Intern (Former Employee) - Nebraska - September 3, 2019","Corteva was the best internship experience I could have asked for. The people are awesome, the job is fun and exciting and I learned SO MUCH. I’ll definitely be working for them in the future!",5.0
"PACKAGING LAB TECHNICIAN\LOGISTICS ASSISTANT (Former Employee) - 28857 200 North Road - September 2, 2019","Interacting with fellow employees. Being part of a team.
Being flexible working in different areas of the plant.
The most difficult part of this job was working 12 hour overnight shifts.",4.0
"Pollinator (Former Employee) - Princeton, IL - September 2, 2019",I thought the bosses were very nice and wanted to get the job done. They always helped when needed and answered any questions I had. They showed the employees the correct way to do each task and corrected the task if it wasn’t done properly.,5.0
"Private (Former Employee) - Calgary - August 25, 2019","There are a lot of good people who work here and they seem happy but there are a few bad apples that seriously hinder productivity and gossip about everyone, which can get pretty bad. It's hard to build trust with people like that. The company itself is as solid as they come and I would never discourage anyone from working there.",3.0
"Crop Protection Agent (Current Employee) - Carman, MB - August 25, 2019",Farming is very busy during the summer and corteva is no exception. you work long hours everyday rain or shine. you get paid well and the people are good,4.0
"Production Technician (Former Employee) - Tipton, IN - August 23, 2019",Would be a great place to work if you took management out of the equation. Terrible group of people! Hard work gets you nowhere there and if you dare to make a mistake you will be interrogated and or fired,1.0
"Senior Research Associate (Current Employee) - Sevilla, Sevilla provincia - August 22, 2019","I been working here for almost 10 years and I have learn a lot about breending and molecular markers, the company has many department where you can go.",5.0
"Production Technician - Treatment Application (Current Employee) - Hedrick, IA - August 15, 2019","Scheduling is somewhat all over the place, people are good, management could be more team oriented but overall the company is not bad. Plan on an unpredictable shift scheduled and switching multiple times per year.",4.0
"Human Resources Manager (Current Employee) - Johnston, IA - August 6, 2019","As a new organization, they are still finding their way after the merger. Not sure if they have identified the right leaders/talent to drive their vision. Potentially a great place to work.",3.0
"Regional Application Support Leader, Asia Pacific (Current Employee) - Malang, East Java, Indonesia - July 25, 2019",A good place to work in Malang plant as there is sport room for employee for go exercise once employee get stress. So many things get learn from it...,3.0
"Field Research Intern (Former Employee) - Garden City, KS - July 22, 2019",Learned a lot from a lot of knowledgable people that gave a good insight into what the research stations do at Corteva Agriscience. It was good work experience and an overall enjoyable time.,4.0
"Organic Chemistry Intern (Current Employee) - Indianapolis, IN - July 20, 2019","The company is built with solidarity wrapped with a tolerance of diversity. The cooperation and the teamwork you do across different departments, social and networking events help contribute to self-growth and teach you there is more to life than the work you do. The room for skill development, training, and other opportunities are the doors available for you to shift the gear for your life goals in the direction of your desire. Most importantly, the satisfaction you get knowing your work impacts the lives of many by ensuring food security is profound.",5.0
"Sr. Procurement Specialist (Current Employee) - HYDERABAD - July 17, 2019","The company has followed their values since day one and have been thriving ever since.
It's a Productive, fun and a happy place to work at.
Management is very supportive and provides good opportunities to have a career growth.",4.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Sales Promoter (Former Employee) - Dourados MS Brazil - June 25, 2019","Good company , with highly trained professionals, high-tech products and satisfaction for customers, a great team,one of the market leaders in Brazil.",5.0
"bbbb (Current Employee) - bbbbb - May 23, 2019","New company that promises a lot of opportunities for advancement. Still figuring out all of the benefits and coverage. Health insurance isn't great, 401k match is good.",3.0
"Analyst Programmer / Report Developer (Current Employee) - Greytown, KwaZulu-Natal - May 8, 2019","Very family liked work environment until we we taken over by an international company.
Now we are more processed oriented and things take longer to be attended to because of these processes.
We have also lost our previous work security because of mergers.",3.0
"Sales Manager (Current Employee) - India - May 4, 2019","I have my first voice I provide of corteva group employe and having working my future good learning in this organization
There would are best organization on Company one time opportunity better work I promise me",2.0
"Preventative Maintenance (PM) Coordinator (Former Employee) - Pittsburg, CA - April 7, 2019","Management outlines expectations and gives you the latitude and tools to complete assigned tasks.
Good support from company knowledge experts.
Overtime is available when required to complete tasks requiring more time.",4.0
"AME Marketing Business Support (Current Employee) - Midrand, Gauteng - March 29, 2019","• Support co – ordination, logistics and booking of conferences. Communicate clear co – ordination and logistics to stakeholders and general office administrative support
• Support AME Team with logistics and ensure timely PnA deliverables
• Working with all AME Marketing Team Members and ad hoc in country leaders
• General administrative support that is inclusive but not limited to minute taking, agenda formalisation & communication, visa application co – ordination",5.0
"Senior Process Automation Engineer (Former Employee) - Midland, MI - February 11, 2019",Dow Chemical was a great company to work for. They had good training and benefits for their employees. There were some opportunities to advance in your career if that was you goal.,4.0
"Senior Territory Manager (Former Employee) - Hannibal, MO - January 6, 2019","Very good people to work with, very good compensation program, very good training program, flexible hours to fit personal life, and good benefits program.",5.0
"market development officer (Current Employee) - Khammam, Telangana - December 5, 2018",needed to devlop the area by visited differnt villages and explain them about our products and should shown my result through my sale report in that praticular area,4.0
"Research Associate (Current Employee) - Hyderabad, Telangana - November 22, 2018","Work culture , employee safety is very good.
Highly appreciative and motivated work environment.
Every body contribution is recognised and valued.
Good salaries and employee benefits.
Flexible working hours makes employees to blanace work life.",5.0
"Agriculture Production Technician (Former Employee) - Moorhead, MN - November 7, 2018",No career advancement. Low wages for fast-paced working conditions. Most employees are seasonal so not a full-time job. Working conditions include working in extreme summer conditions and require long working hours.,3.0
"Intern (Current Employee) - Salinas, PR - September 24, 2018","Corteva gives you the oportunity to work in areas related to your field without having any type of previous experience. Since the work depends of the crops season, when the season is low in some crops they send you to work in other crops, so you will keep learning.",4.0
"Administrative Assistant (Current Employee) - Alberta - September 17, 2018",Great place for career growth. One of the leading agriculture companies in the world focused on solving food security needs sustainably and with environmental concerns top of mind.,4.0
"Administrative Assistant/Human Resources (Former Employee) - Johnston, IA - June 6, 2018","Workplace culture was enjoyable. The employees were friendly and helpful.The benefits, 401K and PTO was wonderful. Many job opportunities and training always available.",5.0
"auxiliar de produção (Former Employee) - Itumbiara, GO - December 17, 2022",Empresa muito boa para trabalhar muito rigorosa e muitos benefícios refeicao ótima o pagamento na conta no dia certo as pessoas muito educadas os supervisores muito legais,5.0
"Chango (Former Employee) - Rojas, Buenos Aires - December 5, 2022",Es lindo trabajar en corteva pero pagan muy poco para estar trabajando 8horas en un campo al rayo del sol,3.0
"Estágio (Current Employee) - Santa Cruz do Sul, RS - December 4, 2022","A empresa é muito boa, recebemos muitos brindes e mimos, auxiliando no engajamento e motivação,os benefícios são ótimos, a oportunidade de aprender é grande. Único ponto que tenho a ressaltar é que os estagiários não são tratados como os efetivos, infelizmente. É nítida a distinção de tratamento e a gerência por muitas vezes peca em não perceber isso. Outro lado negativo é a ausência de certos treinamentos.",5.0
"Agricultural Worker (Former Employee) - Salinas, PR - November 28, 2022",Se trabaja bien y pagan bien pero es un trabajo temporero te dejan afuera y ya entre dos meses e incluso hasta un año te buscan para que trabaje eso lo que no me gusta de ese trabajo,4.0
"Forklift manito operatörü (Current Employee) - Adana - October 24, 2022",Her şey nizami disiplinli insana değer var tek kelimeyle mükemmel,5.0
"Facility Manager (Former Employee) - Manger, MT - October 19, 2022","Aprendes de todas las áreas y el ambiente laboral es muy bueno pues a todos los colaboradores nos enseñaron a trabajar en equipo, a ser organizados, alto sentido de urgencia.
Una empresa con alto grado de responsabilidad y con valores desde el Director hasta los empleados del área de limpieza. Excelente!",5.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Mct (Current Employee) - Packaging/formulation - September 11, 2022","Une entreprise avec de belles valeurs.. une perspective dévolution y est largement envisageable.
Il y règne une belle philosophie à l'américaine.",4.0
"Finanzas (Current Employee) - Ciudad de México - September 5, 2022","Es un buen para laborar, se mantiene un equilibrio entre vida laboral y personal la mayor parte del tiempo.
Considero que solo hace falta tener más claridad en los planes de crecimiento profesional dentro de la compañía.",4.0
"Consulente - Commercial Adviser - Agri-Chimico (Former Employee) - Piemonte - August 16, 2022","Una delle mie esperienze più Proattive e positive.
Azienda che ti dà la possibilità di crescita professionale, posso assicurare che all'interno i miei responsabili avevano un approccio da LEADER e non da capi, aspetto che fa assolutamente la differenza.

L'unico aspetto che avrei voluto cambiare e che purtroppo la mia esperienza collaborazione è durata solo per il periodo del progetto a cui ho fatto parte ma con molto piacere avrei continuato a lavorare con loro. Quindi assolutamente esperienza positiva! Grazie ancora di tutto...",5.0
"CUSTOMER SERVICE MARKETING AND SALES (Former Employee) - Guadalajara, Jal. - August 1, 2022","Excelente empresa, para desarrollo profesional
Dan soporte y seguimiento al
Desarrollo interno",5.0
"Analista de Control de Calidad (Former Employee) - Tetla de la Solidaridad, Tlax. - July 20, 2022","Excelente ambiente laboral y prestaciones superiores a la de la ley, buena cultura de trabajo y seguridad",5.0
"Marketing (Former Employee) - Cirebon - June 24, 2022","Pengalaman bekerja yg menyenangkan, rekan yg support serta team work.
Saya belajar banyak hal dalam pengembangan diri, dan manejemen waktu serta SDM, leadership serta tanggung jawab untuk diri sendiri dan rekan kerja.
Ilmu yang terus diberikan selalu membuat saya belajar dan berkembang pengetahuannya",5.0
"Operador de empilhadeira (Former Employee) - Formosa, GO - June 18, 2022","Empresa que visa a segurança dos funcionários, treinamentos, DDS e palestras.",5.0
"Coordinador de Producción, Ejecución PDA y Analista de datos (Former Employee) - Ciudad industrial Xicotencatl 1 Tetla Tlaxcala - June 17, 2022","Corteva viene dela fusión de dos grandes pilares de la industria agroquímica, Dow Química y Dupont, es por eso que se sustrajeron los más altos valores, para ser una empresa de primer nivel en todas las áreas que la integran. El elemento humano es la prioridad, ya que sin ello la empresa no se desarrolla.",5.0
"Cariste opérateur de production (Former Employee) - Toulouse (31) - June 14, 2022","Organisée, ce qui rend le cadre agréable, Toyotisme à outrance",5.0
"auxiliar de produção (Former Employee) - Itumbiara, GO - April 30, 2022","Uma das melhores empresas pra trabalhar aqui em itumbiara.
Prioriza a saúde dos funcionários excelente em segurança",5.0
"Supervisor (Current Employee) - Guayama Municipio, PR - April 14, 2022",Empresa es buena solo q no tienes ningún tipo de beneficio no tienes plan médico y te exigen mucho para la paga,3.0
"Obrero agrícola (Former Employee) - Salinas Municipio, PR - April 11, 2022","Trabaje por varios años y nunca me dieron un aumento de sueldo

No sirve",1.0
"Supervisor de Seguridad e Higiene (Former Employee) - Corteva Mexico - April 5, 2022",Trabajer como equipo es la meor forma de preveer incidentes y accidentes,5.0
"Cariste interimaire petite chaine au base U1 (Current Employee) - Chemin de l enseigurre aussonne base - March 26, 2022",Très propre et entretenu avec un bonne signalisation sur le cite,4.0
"Assistente de Produção (Former Employee) - Armazém - February 25, 2022","Gosto de trabalhar na Corteva acho muito importante o aprendizado que tenho lá. Espero fazer parte do grupo Corteva sempre. Tive muitas oportunidades de aprender e vencer alguns medos. Como por exemplo em altura, onde fiz um treinamento em altura lá, para trabalhar com o cinto na expedição do ano passado. Foi maravilhoso .",5.0
"ajudante de produção (Former Employee) - Franco da Rocha, SP - February 19, 2022","Empresa boa, mas não crie expectativas de crescimento.",5.0
"produção (Former Employee) - Itumbiara, GO - January 5, 2022",Gostei muito trabalhar na corteva.muitos pontos positivos.,4.0
"Becario de Finanzas (Current Employee) - Ciudad de México - November 3, 2021","El ambiente de trabajo es muy bueno, la empresa cuenta con distintas dinámicas internas que permiten relajarte en temporadas altas de trabajo. Buscan ser incluyentes y creo que lo logran. El salario es competitivo y se respeta el horario laboral.",5.0
